EpochIndex,EpochT,PrnSatellitesIndex,Pseudorange,Snr,SatPosX,SatPosY,SatPosZ,SatSystem,rec_bias,cov
128,1.56704336007589e+18,111,36741050.7144641,14,-11007303.8315848,26345176.2787784,-16707420.2416734,4,-0.00357476596326229,-1
128,1.56704336007589e+18,112,35797873.057154,34,-14969811.1827292,13078633.7907689,34026157.032013,4,-0.00357476596326229,0.703662611716
128,1.56704336007589e+18,114,35771549.4013501,26,-2042716.12121333,32026282.9130912,-2459260.81941647,4,-0.00357476596326229,0.865201346244
128,1.56704336007589e+18,115,36263177.5096022,14,2054497.30962348,18479947.202566,33113821.1838161,4,-0.00357476596326229,-1
128,1.56704336007589e+18,132,20736758.3229292,39,-12387891.9993274,9430530.65020995,17831215.4541632,4,-0.00357476596326229,0.6307695241
128,1.56704336007589e+18,135,21557109.1779774,34,-888712.225537333,18231399.8421306,2184872.83675379,4,-0.00357476596326229,0.827464941801
129,1.56704336105871e+18,8,20019692.6996979,27,-9613028.05726996,4765676.79900511,21654664.9664139,1,-0.00357424866867639,0.722069964009
129,1.56704336105871e+18,9,21857791.0826694,31,5779678.94453084,15735562.9355276,-3456804.34523358,1,-0.00357424866867639,1.4880096256
129,1.56704336105871e+18,21,19519818.8857657,28,-17304469.3775976,10237933.7968019,4695453.2164774,1,-0.00357424866867639,0.721414108321
129,1.56704336105871e+18,107,36241319.3683965,33,4088509.90474377,32233664.3848663,104778.95447805,4,-0.00357424866867639,0.913662604449
129,1.56704336105871e+18,111,36741505.9054167,14,-11006325.0218371,26344379.8415111,-16709530.2796769,4,-0.00357424866867639,-1
129,1.56704336105871e+18,112,35798000.7454104,33,-14970900.2995479,13078376.7107073,34025821.6420523,4,-0.00357424866867639,0.703711265625
129,1.56704336105871e+18,114,35771959.2668915,31,-2041477.72241964,32026078.6923846,-2461752.64309356,4,-0.00357424866867639,0.865303667089
129,1.56704336105871e+18,115,36263320.1712665,24,2053600.82661796,18479258.0778227,33114484.0363347,4,-0.00357424866867639,0.764164447225
129,1.56704336105871e+18,132,20737145.7323157,39,-12387898.6456386,9428652.89874501,17833406.1823815,4,-0.00357424866867639,0.630844182049
129,1.56704336105871e+18,135,21556941.7087478,40,-888834.929252303,18231314.0125282,2187987.47478952,4,-0.00357424866867639,0.8274085444
130,1.56704336205253e+18,7,19980136.5192721,36,-1314875.21862589,10585648.0555022,18748910.9814262,1,-0.00357352834747826,0.6935058729
130,1.56704336205253e+18,8,20020229.7116673,28,-9614069.02549679,4763318.09914457,21655903.9961624,1,-0.00357352834747826,0.722185534225
130,1.56704336205253e+18,9,21858334.7062126,34,5779170.57145884,15735088.4043953,-3459873.37151363,1,-0.00357352834747826,1.4882780025
130,1.56704336205253e+18,21,19519840.4199363,17,-17304548.3540806,10237473.2307433,4698625.34918821,1,-0.00357352834747826,0.721403916025
130,1.56704336205253e+18,107,36241471.677596,33,4088499.21884202,32233660.9074818,104791.957480563,4,-0.00357352834747826,0.913698927376
130,1.56704336205253e+18,108,35314622.2072973,35,-15019454.4395186,29829284.4756136,694323.2020971,4,-0.00357352834747826,0.720694029969
130,1.56704336205253e+18,111,36741959.1153827,13,-11005345.3533204,26343583.6575468,-16711640.2935956,4,-0.00357352834747826,-1
130,1.56704336205253e+18,112,35798128.2466554,27,-14971988.4816035,13078120.1929515,34025486.005243,4,-0.00357352834747826,0.703761599025
130,1.56704336205253e+18,114,35772371.614447,35,-2040238.38013283,32025874.688888,-2464244.52108099,4,-0.00357352834747826,0.865405993984
130,1.56704336205253e+18,115,36263469.0239288,26,2052705.21645424,18478569.4883682,33115146.6476126,4,-0.00357352834747826,0.764213401249
130,1.56704336205253e+18,132,20737529.1846951,40,-12387904.4346226,9426775.30117518,17835596.5343356,4,-0.00357352834747826,0.630923610249
130,1.56704336205253e+18,135,21556774.3005328,36,-888956.664526816,18231228.2390863,2191102.02416052,4,-0.00357352834747826,0.8273539681
131,1.56704336305868e+18,7,19979878.1850334,36,-1316424.92990736,10587147.3605748,18746975.1650156,1,-0.00357290469159748,0.693504207361
131,1.56704336305868e+18,8,20020767.4216465,27,-9615109.11782052,4760959.01063332,21657141.5746207,1,-0.00357290469159748,0.722301113689
131,1.56704336305868e+18,9,21858875.8347405,22,5778663.10181902,15734613.2342919,-3462943.31120858,1,-0.00357290469159748,1.4885464036
131,1.56704336305868e+18,21,19519862.0541125,15,-17304626.0487745,10237012.0415222,4701796.39339911,1,-0.00357290469159748,0.7213954225
131,1.56704336305868e+18,107,36241624.7627897,33,4088489.60184066,32233657.1230289,104803.949252317,4,-0.00357290469159748,0.913739074609
131,1.56704336305868e+18,108,35314770.3672505,35,-15019459.8173904,29829278.3171291,694394.572721898,4,-0.00357290469159748,0.720736477444
131,1.56704336305868e+18,111,36742415.5283388,12,-11004364.7296712,26342787.016575,-16713751.2262432,4,-0.00357290469159748,-1
131,1.56704336305868e+18,112,35798258.6279037,27,-14973075.632459,13077863.5271683,34025149.1787285,4,-0.00357290469159748,0.703815289969
131,1.56704336305868e+18,114,35772785.9339995,35,-2038997.99797551,32025670.1922639,-2466737.39623099,4,-0.00357290469159748,0.865510187584
131,1.56704336305868e+18,115,36263610.7645884,31,2051810.57551447,18477880.7238457,33115808.0748133,4,-0.00357290469159748,0.764264105284
131,1.56704336305868e+18,132,20737914.8660799,40,-12387909.2699132,9424897.14723952,17837785.5670783,4,-0.00357290469159748,0.631003043449
131,1.56704336305868e+18,135,21556607.0933111,38,-889077.335007355,18231141.8114659,2194215.54194665,4,-0.00357290469159748,0.827301212721
132,1.56704336406105e+18,7,19979628.3877008,35,-1317973.99039113,10588645.3865498,18745036.8810199,1,-0.00357227770829747,0.693507538441
132,1.56704336406105e+18,8,20021305.1778238,26,-9616148.9879384,4758598.65644591,21658376.6176407,1,-0.00357227770829747,0.722420102209
132,1.56704336406105e+18,9,21859425.8534686,22,5778155.88189098,15734136.5481804,-3466015.24826187,1,-0.00357227770829747,1.4888392324
132,1.56704336406105e+18,21,19519867.2868991,33,-17304703.1154311,10236549.3520071,4704965.26509075,1,-0.00357227770829747,0.721386929025
132,1.56704336406105e+18,27,22159987.6386525,28,-15169588.7139004,-7479074.19602137,23225598.1336234,1,-0.00357227770829747,1.4850590769
132,1.56704336406105e+18,107,36241778.6240472,28,4088480.40004041,32233652.1544205,104813.845667793,4,-0.00357227770829747,0.913781134561
132,1.56704336406105e+18,108,35314925.9247545,36,-15019464.7802285,29829270.9740859,694463.844843955,4,-0.00357227770829747,0.720780624144
132,1.56704336406105e+18,111,36742867.8556636,11,-11003383.8045867,26341989.0415059,-16715864.1617849,4,-0.00357227770829747,-1
132,1.56704336406105e+18,112,35798388.7531099,27,-14974162.4058018,13077605.8362736,34024810.0783812,4,-0.00357227770829747,0.7038706609
132,1.56704336406105e+18,114,35773199.6861833,27,-2037757.22966365,32025464.3254278,-2469232.35267674,4,-0.00357227770829747,0.865619969769
132,1.56704336406105e+18,115,36263747.1778405,32,2050916.2501238,18477190.9071866,33116467.233804,4,-0.00357227770829747,0.764318308009
132,1.56704336406105e+18,132,20738297.9716257,37,-12387913.805246,9423017.55986221,17839972.1964792,4,-0.00357227770829747,0.631085659281
132,1.56704336406105e+18,135,21556438.729503,30,-889197.594442831,18231053.852581,2197326.94397949,4,-0.00357227770829747,0.827252097156
133,1.56704336506926e+18,7,19979375.5087424,35,-1319522.31774173,10590142.2090218,18743096.4161346,1,-0.00357176020435739,0.693510869529
133,1.56704336506926e+18,8,20021837.2009848,25,-9617188.55348147,4756237.11220126,21659609.4119526,1,-0.00357176020435739,0.722540800576
133,1.56704336506926e+18,9,21859967.069177,30,5777648.99398934,15733658.4216624,-3469088.89605751,1,-0.00357176020435739,1.4891076841
133,1.56704336506926e+18,21,19519887.2124948,33,-17304779.4717071,10236085.2378236,4708132.25059845,1,-0.00357176020435739,0.721381832964
133,1.56704336506926e+18,27,22160734.6763663,18,-15170545.7411898,-7481707.65875067,23225247.0055869,1,-0.00357176020435739,1.4854490641
133,1.56704336506926e+18,106,36197101.5734619,34,-34628209.4147636,14846487.9770826,1716598.63440817,4,-0.00357176020435739,0.918691578256
133,1.56704336506926e+18,107,36241931.8980546,28,4088471.6958258,32233646.0772538,104821.933458829,4,-0.00357176020435739,0.913827019249
133,1.56704336506926e+18,108,35315074.1691457,29,-15019469.2456482,29829262.522081,694531.305197968,4,-0.00357176020435739,0.720826470225
133,1.56704336506926e+18,111,36743320.4635483,12,-11002402.4957189,26341189.8079648,-16717978.813446,4,-0.00357176020435739,-1
133,1.56704336506926e+18,112,35798510.6596348,25,-14975248.7192528,13077347.1958629,34024468.9909255,4,-0.00357176020435739,0.703927712016
133,1.56704336506926e+18,114,35773611.6077264,27,-2036515.99283476,32025257.16398,-2471729.10368319,4,-0.00357176020435739,0.865729758916
133,1.56704336506926e+18,115,36263887.6155085,33,2050022.32271384,18476500.1140238,33117124.4112924,4,-0.00357176020435739,0.764374261225
133,1.56704336506926e+18,132,20738683.4195921,36,-12387917.9582726,9421136.61471246,17842156.7091941,4,-0.00357176020435739,0.631169869444
133,1.56704336506926e+18,135,21556274.47735,32,-889317.360495683,18230964.438032,2200436.51687898,4,-0.00357176020435739,0.827204802064
134,1.56704336605887e+18,7,19979121.7842085,35,-1321069.03625429,10591638.5463305,18741154.7451252,1,-0.00357120685873515,0.693514200625
134,1.56704336605887e+18,8,20022365.4557927,32,-9618226.93875598,4753875.09639352,21660840.9322357,1,-0.00357120685873515,0.722661509025
134,1.56704336605887e+18,9,21860511.3134533,33,5777143.31377635,15733179.5732004,-3472163.27969642,1,-0.00357120685873515,1.4894005681
134,1.56704336605887e+18,21,19519904.0202587,28,-17304854.2419727,10235620.4173373,4711298.32475487,1,-0.00357120685873515,0.721376736921
134,1.56704336605887e+18,27,22161487.4323784,16,-15171501.5364603,-7484341.40788409,23224894.5673057,1,-0.00357120685873515,1.4858147236
134,1.56704336605887e+18,106,36197270.514078,33,-34628207.6706133,14846482.574366,1716601.89582898,4,-0.00357120685873515,0.918735669049
134,1.56704336605887e+18,107,36242089.0003827,32,4088464.36487957,32233639.6099407,104829.187337906,4,-0.00357120685873515,0.913872905089
134,1.56704336605887e+18,108,35315240.7016509,29,-15019472.3379669,29829253.6795264,694597.928490618,4,-0.00357120685873515,0.720874015849
134,1.56704336605887e+18,111,36743774.3025408,12,-11001419.9274101,26340390.0343826,-16720094.2064959,4,-0.00357120685873515,-1
134,1.56704336605887e+18,112,35798627.1786118,32,-14976333.697096,13077088.3243559,34024126.8910786,4,-0.00357120685873515,0.703984765444
134,1.56704336605887e+18,114,35774027.0162376,33,-2035273.41185544,32025049.4263399,-2474226.67447997,4,-0.00357120685873515,0.865843277049
134,1.56704336605887e+18,115,36264031.1011516,33,2049129.66898346,18475809.0627811,33117780.5819898,4,-0.00357120685873515,0.764428467856
134,1.56704336605887e+18,132,20739066.7043935,38,-12387920.8533468,9419255.03021532,17844340.0799284,4,-0.00357120685873515,0.631254085225
134,1.56704336605887e+18,133,24285593.0918984,11,-16114749.9183847,-10629248.7903816,24443840.8446693,4,-0.00357120685873515,-1
134,1.56704336605887e+18,135,21556106.2470189,39,-889435.757535544,18230874.2862302,2203545.23538466,4,-0.00357120685873515,0.827159327289
135,1.56704336706427e+18,7,19978866.729075,32,-1322613.74322954,10593134.5812194,18739212.5891881,1,-0.00357076117420917,0.693519197284
135,1.56704336706427e+18,8,20022896.3136041,34,-9619263.74104452,4751512.79194155,21662071.8995991,1,-0.00357076117420917,0.722782227556
135,1.56704336706427e+18,9,21861061.5697466,31,5776639.24390786,15732700.1856332,-3475237.67792177,1,-0.00357076117420917,1.4896934809
135,1.56704336706427e+18,21,19519929.0238565,33,-17304927.0235829,10235155.0733483,4714464.20853292,1,-0.00357076117420917,0.721375038244
135,1.56704336706427e+18,27,22162234.0164114,14,-15172455.6970291,-7486975.26066033,23224541.5399357,1,-0.00357076117420917,-1
135,1.56704336706427e+18,106,36197438.5227573,28,-34628204.1505171,14846476.9636852,1716605.03591501,4,-0.00357076117420917,0.918781677961
135,1.56704336706427e+18,107,36242246.1174996,32,4088458.80989261,32233632.935283,104836.328465682,4,-0.00357076117420917,0.913922616049
135,1.56704336706427e+18,111,36744228.2881254,12,-11000435.6969878,26339589.9035749,-16722209.6197695,4,-0.00357076117420917,-1
135,1.56704336706427e+18,112,35798753.3029338,31,-14977416.9365629,13076829.4045724,34023784.5000199,4,-0.00357076117420917,0.704041821184
135,1.56704336706427e+18,114,35774442.3451504,34,-2034029.08404725,32024841.2953111,-2476724.34392252,4,-0.00357076117420917,0.865958663761
135,1.56704336706427e+18,115,36264171.8132362,28,2048238.69162553,18475117.9362615,33118436.4670657,4,-0.00357076117420917,0.764486173801
135,1.56704336706427e+18,132,20739450.4296378,38,-12387922.087814,9417372.98923025,17846523.0297833,4,-0.00357076117420917,0.631339895761
135,1.56704336706427e+18,133,24286331.7384774,10,-16114638.5159251,-10631876.2864066,24443805.3098801,4,-0.00357076117420917,-1
135,1.56704336706427e+18,135,21555943.2953675,39,-889552.382916871,18230783.5799817,2206653.82050392,4,-0.00357076117420917,0.827115672681
136,1.56704336807323e+18,7,19978613.239867,27,-1324156.0676638,10594630.5594287,18737270.4087558,1,-0.00357009914469697,0.693529190656
136,1.56704336807323e+18,8,20023432.3860883,33,-9620298.58935557,4749150.4447481,21663302.774382,1,-0.00357009914469697,0.722909758081
136,1.56704336807323e+18,9,21861612.1497783,24,5776137.15531216,15732220.5047995,-3478311.6303519,1,-0.00357009914469697,1.4899864225
136,1.56704336807323e+18,21,19519946.0575812,32,-17304997.4456121,10234689.4516283,4717630.3624106,1,-0.00357009914469697,0.721375038244
136,1.56704336807323e+18,27,22162985.7547645,12,-15173407.8518524,-7489608.97110163,23224188.3838748,1,-0.00357009914469697,-1
136,1.56704336807323e+18,106,36197611.1068802,29,-34628198.483497,14846471.3908558,1716608.51504135,4,-0.00357009914469697,0.918833439364
136,1.56704336807323e+18,107,36242403.7265745,32,4088455.4018431,32233626.2990963,104843.817217276,4,-0.00357009914469697,0.9139742404
136,1.56704336807323e+18,108,35315545.2234794,34,-15019472.824251,29829235.6169889,694731.28776561,4,-0.00357009914469697,0.720975904609
136,1.56704336807323e+18,111,36744682.0606328,10,-10999449.4334944,26338789.6613728,-16724324.5928831,4,-0.00357009914469697,-1
136,1.56704336807323e+18,112,35798877.2422974,31,-14978498.0666947,13076570.6823232,34023442.2781125,4,-0.00357009914469697,0.7041055921
136,1.56704336807323e+18,114,35774858.3179004,33,-2032782.63846213,32024633.0167133,-2479221.6516163,4,-0.00357009914469697,0.866075919424
136,1.56704336807323e+18,115,36264320.5200252,27,2047349.76166934,18474426.9803194,33119092.5268684,4,-0.00357009914469697,0.764547379456
136,1.56704336807323e+18,132,20739834.9958652,38,-12387921.2907321,9415490.7376164,17848706.0190913,4,-0.00357009914469697,0.631430479876
136,1.56704336807323e+18,135,21555780.2089939,39,-889666.865712737,18230692.5651021,2209762.73261125,4,-0.00357009914469697,0.827075656969
137,1.56704336907122e+18,7,19978363.6788041,27,-1325695.8499182,10596126.6343804,18735328.3312003,1,-0.00356952707349162,0.6935391841
137,1.56704336907122e+18,8,20023959.616401,27,-9621331.32411749,4746788.20826491,21664533.6839347,1,-0.00356952707349162,0.723035599225
137,1.56704336907122e+18,9,21862184.8118691,22,5775637.20760167,15731740.6842607,-3481385.00937994,1,-0.00356952707349162,1.4902793929
137,1.56704336907122e+18,21,19519967.2668049,31,-17305065.3484903,10234223.7056716,4720796.91350918,1,-0.00356952707349162,0.721376736921
137,1.56704336907122e+18,107,36242561.8494517,31,4088454.30034688,32233619.8548754,104851.780910491,4,-0.00356952707349162,0.914027778304
137,1.56704336907122e+18,108,35315702.1894375,34,-15019469.6876223,29829226.7963164,694798.611436127,4,-0.00356952707349162,0.721030248225
137,1.56704336907122e+18,111,36745136.2313312,11,-10998460.9773382,26337989.4612893,-16726438.9985022,4,-0.00356952707349162,-1
137,1.56704336907122e+18,112,35798999.5647667,25,-14979576.9278502,13076312.311109,34023100.3526765,4,-0.00356952707349162,0.704167687609
137,1.56704336907122e+18,114,35775274.2029324,33,-2031533.91550858,32024424.7440453,-2481718.47023578,4,-0.00356952707349162,0.866195044416
137,1.56704336907122e+18,115,36264456.9251841,26,2046463.03868961,18473736.3484177,33119748.8887563,4,-0.00356952707349162,0.7646103364
137,1.56704336907122e+18,121,36808865.174681,33,-8583600.6734871,28232852.6807809,-14671700.4602279,4,-0.00356952707349162,1.1978864704
137,1.56704336907122e+18,132,20740218.6690953,36,-12387918.3025218,9413608.42889941,17850889.1751425,4,-0.00356952707349162,0.631521070489
137,1.56704336907122e+18,135,21555613.337161,36,-889779.046357784,18230601.3950872,2212872.09900495,4,-0.00356952707349162,0.827037461056
138,1.56704337007649e+18,7,19978110.9399438,28,-1327233.30048878,10597622.8565358,18733386.2290006,1,-0.00356894177039757,0.693554174401
138,1.56704337007649e+18,8,20024494.0480486,25,-9622362.15574041,4744426.13317133,21665764.5006526,1,-0.00356894177039757,0.723166553664
138,1.56704337007649e+18,9,21862745.7056709,22,5775139.19020903,15731260.7744821,-3484457.94280153,1,-0.00356894177039757,1.4905723921
138,1.56704337007649e+18,21,19519983.5190969,32,-17305130.9427383,10233757.885932,4723963.73434352,1,-0.00356894177039757,0.721381832964
138,1.56704337007649e+18,27,22164483.8665173,11,-15175305.8758337,-7494875.45393554,23223481.940133,1,-0.00356894177039757,-1
138,1.56704337007649e+18,106,36197926.9618891,30,-34628180.440308,14846460.8697221,1716616.74485522,4,-0.00356894177039757,0.918936966544
138,1.56704337007649e+18,107,36242720.9490856,30,4088455.29493392,32233613.6531069,104860.09203175,4,-0.00356894177039757,0.914085142084
138,1.56704337007649e+18,108,35315854.8884427,34,-15019464.4550779,29829218.2176929,694866.279388865,4,-0.00356894177039757,0.721087990561
138,1.56704337007649e+18,111,36745590.0838622,10,-10997470.5390088,26337189.3538258,-16728552.964134,4,-0.00356894177039757,-1
138,1.56704337007649e+18,112,35799124.9304513,23,-14980653.7304593,13076054.3414255,34022758.5962052,4,-0.00356894177039757,0.704234820969
138,1.56704337007649e+18,114,35775691.801532,32,-2030283.12569131,32024216.5277987,-2484214.92726601,4,-0.00356894177039757,0.866317900644
138,1.56704337007649e+18,115,36264601.9238661,27,2045578.31229761,18473046.091105,33120405.4251667,4,-0.00356894177039757,0.764676793764
138,1.56704337007649e+18,121,36809325.6786823,33,-8582503.16459787,28232130.0253457,-14673930.2060744,4,-0.00356894177039757,1.1980615936
138,1.56704337007649e+18,132,20740600.9581825,29,-12387913.3336891,9411726.11360393,17853072.370387,4,-0.00356894177039757,0.631616436049
138,1.56704337007649e+18,135,21555451.7597852,37,-889889.135367602,18230510.1204276,2215981.79202039,4,-0.00356894177039757,0.827001084816
139,1.56704337108355e+18,1,20588721.8397964,23,-13459007.2076649,12377499.4104844,-4865383.0024004,1,-0.00356844005946061,1.0107085156
139,1.56704337108355e+18,7,19977860.9807398,28,-1328769.32058588,10599119.3732511,18731443.8370242,1,-0.00356844005946061,0.693569164864
139,1.56704337108355e+18,8,20025033.7448317,24,-9623391.98547835,4742064.36696608,21666994.9593081,1,-0.00356844005946061,0.723297519961
139,1.56704337108355e+18,9,21863296.0776176,22,5774642.20184437,15730780.9229449,-3487530.69574832,1,-0.00356844005946061,1.4908654201
139,1.56704337108355e+18,21,19520003.4246054,32,-17305195.1296547,10233292.1398505,4727130.55954441,1,-0.00356844005946061,0.721386929025
139,1.56704337108355e+18,27,22165232.2194915,11,-15176252.8566481,-7497508.02825038,23223128.2597496,1,-0.00356844005946061,-1
139,1.56704337108355e+18,30,22835815.2986115,11,10399702.2894086,2003334.53264328,22875856.1954442,1,-0.00356844005946061,-1
139,1.56704337108355e+18,106,36198081.4216561,32,-34628169.175861,14846456.1193514,1716621.10281901,4,-0.00356844005946061,0.9189906496
139,1.56704337108355e+18,107,36242881.2742981,32,4088457.48435242,32233607.8412378,104868.485370923,4,-0.00356844005946061,0.914144419881
139,1.56704337108355e+18,108,35316007.836762,35,-15019458.0278699,29829210.0285654,694934.026412418,4,-0.00356844005946061,0.721145735209
139,1.56704337108355e+18,112,35799239.7267135,26,-14981729.3757999,13075796.9207135,34022416.7434745,4,-0.00356844005946061,0.704303635984
139,1.56704337108355e+18,114,35776110.0494829,33,-2029031.17028503,32024008.5154239,-2486711.28791224,4,-0.00356844005946061,0.866442627241
139,1.56704337108355e+18,115,36264745.9659756,29,2044694.68123234,18472356.3558208,33121061.8709068,4,-0.00356844005946061,0.764745003009
139,1.56704337108355e+18,121,36809795.7623411,35,-8581404.56486113,28231407.5982082,-14676159.7900917,4,-0.00356844005946061,1.1982586225
139,1.56704337108355e+18,132,20740988.4622633,35,-12387907.2855225,9409843.93925958,17855255.3395263,4,-0.00356844005946061,0.631711808809
139,1.56704337108355e+18,135,21555288.9431447,38,-889998.034045616,18230418.8885703,2219091.54645793,4,-0.00356844005946061,0.826968346884
140,1.5670433720752e+18,1,20588307.7465372,26,-13459670.7308578,12377942.856528,-4862267.05567569,1,-0.00356776642561095,1.0105677729
140,1.5670433720752e+18,7,19977609.4064314,29,-1330304.91231404,10600615.9490752,18729500.9094174,1,-0.00356776642561095,0.693587486761
140,1.5670433720752e+18,9,21863845.1683838,22,5774145.24039061,15730300.8942832,-3490603.51392449,1,-0.00356776642561095,1.4911828996
140,1.5670433720752e+18,21,19520026.4998252,33,-17305258.9113805,10232826.2319948,4730297.14318562,1,-0.00356776642561095,0.7213954225
140,1.5670433720752e+18,106,36198243.7729396,32,-34628157.7186889,14846451.5228479,1716625.28855366,4,-0.00356776642561095,0.9190481689
140,1.5670433720752e+18,107,36243041.8517557,33,4088459.86650997,32233602.1838556,104876.715064374,4,-0.00356776642561095,0.914205611881
140,1.5670433720752e+18,108,35316163.0525913,35,-15019451.4080903,29829201.9935216,695001.606642379,4,-0.00356776642561095,0.721206879121
140,1.5670433720752e+18,112,35799360.0840421,26,-14982804.8658827,13075539.8135795,34022074.5486406,4,-0.00356776642561095,0.704372454361
140,1.5670433720752e+18,114,35776527.210059,34,-2027779.05140198,32023800.4715113,-2489207.79803934,4,-0.00356776642561095,0.866567362816
140,1.5670433720752e+18,115,36264890.8265525,30,2043811.14342579,18471666.9071709,33121717.9801055,4,-0.00356776642561095,0.764813215296
140,1.5670433720752e+18,121,36810266.737367,35,-8580305.87636111,28230685.1639502,-14678389.4581963,4,-0.00356776642561095,1.1984337729
140,1.5670433720752e+18,133,24290018.8658522,16,-16114055.3128406,-10645011.1984325,24443625.889127,4,-0.00356776642561095,1.9672587081
140,1.5670433720752e+18,135,21555128.2583148,38,-890106.744532,18230327.4641055,2222201.11636236,4,-0.00356776642561095,0.8269356096
141,1.56704337306811e+18,1,20587887.2690599,26,-13460334.2837645,12378386.1576413,-4859151.00311382,1,-0.00356728796909788,1.01042704
141,1.56704337306811e+18,7,19977364.4825819,29,-1331840.5777765,10602112.5449225,18727557.5860947,1,-0.00356728796909788,0.693607474561
141,1.56704337306811e+18,9,21864395.567914,23,5773647.80365532,15729820.6495507,-3493676.25741543,1,-0.00356728796909788,1.4914759876
141,1.56704337306811e+18,21,19520040.9788532,33,-17305322.7901241,10232360.1233451,4733463.62514439,1,-0.00356728796909788,0.721405614736
141,1.56704337306811e+18,106,36198403.8255396,32,-34628146.5709484,14846447.0412288,1716629.44188088,4,-0.00356728796909788,0.919107607401
141,1.56704337306811e+18,107,36243202.3117211,33,4088461.9392498,32233596.6419774,104884.920933779,4,-0.00356728796909788,0.914266805929
141,1.56704337306811e+18,108,35316319.1524644,35,-15019445.0978962,29829194.0735783,695069.159900375,4,-0.00356728796909788,0.721268025625
141,1.56704337306811e+18,112,35799481.6426326,26,-14983880.7028569,13075282.981042,34021732.151522,4,-0.00356728796909788,0.704446311969
141,1.56704337306811e+18,114,35776944.4979911,33,-2026527.27123148,32023592.3570828,-2491704.31780141,4,-0.00356728796909788,0.866695831225
141,1.56704337306811e+18,115,36265035.2876564,30,2042927.1967369,18470977.706184,33122373.8925835,4,-0.00356728796909788,0.764884928929
141,1.56704337306811e+18,121,36810739.2769266,34,-8579207.60128092,28229962.6836058,-14680619.0705489,4,-0.00356728796909788,1.1986308324
141,1.56704337306811e+18,132,20741761.6282639,35,-12387895.4597655,9406079.26826007,17859620.0016879,4,-0.00356728796909788,0.631908935329
141,1.56704337306811e+18,133,24290754.5506775,18,-16113937.3389739,-10647637.5827679,24443588.8479776,4,-0.00356728796909788,1.9678197841
141,1.56704337306811e+18,135,21554966.2757702,37,-890215.769033919,18230235.808051,2225310.64153319,4,-0.00356728796909788,0.826906510336
142,1.56704337407075e+18,1,20587469.2120952,27,-13460997.9455022,12378829.5599215,-4856034.95795409,1,-0.00356683024220616,1.0102863169
142,1.56704337407075e+18,7,19977114.0003631,29,-1333376.39613653,10603609.4069541,18725613.7539339,1,-0.00356683024220616,0.693627462649
142,1.56704337407075e+18,9,21864944.3256843,24,5773149.81248242,15729340.4349353,-3496749.03926823,1,-0.00356683024220616,1.4917935321
142,1.56704337407075e+18,21,19520057.926522,33,-17305386.8450425,10231894.0600599,4736629.89215449,1,-0.00356683024220616,0.721415807044
142,1.56704337407075e+18,27,22167484.6674584,12,-15179095.0746384,-7505404.0703057,23222063.6854555,1,-0.00356683024220616,-1
142,1.56704337407075e+18,106,36198564.6677253,32,-34628135.8117506,14846442.9206546,1716633.44971903,4,-0.00356683024220616,0.919165130361
142,1.56704337407075e+18,107,36243362.8012192,34,4088463.62346106,32233591.4617638,104892.989897458,4,-0.00356683024220616,0.914333739264
142,1.56704337407075e+18,108,35316474.7929668,35,-15019439.1763985,29829186.5148962,695136.573104731,4,-0.00356683024220616,0.721332571969
142,1.56704337407075e+18,112,35799603.6378655,26,-14984956.965813,13075026.6692663,34021389.4390376,4,-0.00356683024220616,0.704516816025
142,1.56704337407075e+18,114,35777362.9214763,34,-2025275.90891567,32023384.4183037,-2494200.9602584,4,-0.00356683024220616,0.866828033296
142,1.56704337407075e+18,115,36265177.9123495,30,2042042.76206965,18470288.9990317,33123029.4952587,4,-0.00356683024220616,0.764956645924
142,1.56704337407075e+18,118,38258068.2766717,31,-14121698.7258836,20995872.1317767,-24012133.937862,4,-0.00356683024220616,2.0642505625
142,1.56704337407075e+18,121,36811210.8858932,35,-8578109.81874584,28229240.4033447,-14682848.7402382,4,-0.00356683024220616,1.1988279081
142,1.56704337407075e+18,135,21554805.0037948,38,-890325.186710532,18230144.1665698,2228420.00881121,4,-0.00356683024220616,0.826879230241
143,1.56704337503278e+18,1,20587059.6027766,27,-13461662.543326,12379273.2498075,-4852919.0202928,1,-0.00356633688085457,1.0101456036
143,1.56704337503278e+18,7,19976867.1444657,29,-1334913.19457922,10605106.721561,18723669.313066,1,-0.00356633688085457,0.693650782449
143,1.56704337503278e+18,8,20027154.3831554,25,-9627515.38424681,4732618.72861115,21671911.1542574,1,-0.00356633688085457,0.723841922521
143,1.56704337503278e+18,9,21865494.9978684,25,5772650.4395947,15728860.4369728,-3499821.9593482,1,-0.00356633688085457,1.4920866801
143,1.56704337503278e+18,21,19520079.4354488,34,-17305451.9034268,10231428.2286212,4739795.84415868,1,-0.00356633688085457,0.7214293969
143,1.56704337503278e+18,27,22168231.2357478,14,-15180044.3406212,-7508035.04814584,23221707.5387451,1,-0.00356633688085457,-1
143,1.56704337503278e+18,106,36198723.4693976,32,-34628126.2683384,14846439.3476232,1716637.21210103,4,-0.00356633688085457,0.919228407696
143,1.56704337503278e+18,107,36243523.397298,33,4088464.0919007,32233586.8297126,104900.821988289,4,-0.00356633688085457,0.914396850081
143,1.56704337503278e+18,108,35316629.0827272,35,-15019434.4708401,29829179.5039731,695203.7462882,4,-0.00356633688085457,0.721398819904
